Portfolio,Stock,Weight,Beta,Alpha,R_Squared,Total_Return,Systematic_Return,Idiosyncratic_Return,Weighted_Total_Return,Weighted_Systematic_Return,Weighted_Idiosyncratic_Return
A,DHR,0.014564713670969877,0.908506179594841,-0.0007799338662716994,0.24014727447576037,0.019507634711131594,0.23574389591158296,-0.17801886519385146,0.00028412311396550484,0.003433542343631132,-0.002592793799579432
A,PLD,0.031777557100297914,1.2665776185916637,-0.00032260052014026173,0.39254476717398784,-0.18177284249874748,0.33808411038239883,-0.3942846044935032,-0.005776296881787407,0.010743487122380102,-0.012529401533060678
A,BA,0.019860973187686197,1.026944955064154,0.0002916959136403912,0.24555096328074963,-0.348193080988658,0.26898877473062477,-0.489647998011401,-0.006915453445653585,0.005342378842713501,-0.00972488575990866
A,PG,0.020523005627275735,0.3832808209688802,-0.00036955318936424125,0.11298429086565999,0.15491338917961084,0.09550839107435749,0.051792571913896523,0.003179288357873509,0.0019601192474710902,0.0010629392448399816
A,MRK,0.033763654419066536,0.25822423643615167,-0.00015199719170366874,0.03213424400066284,-0.06580451229873208,0.06383715062848805,-0.12206514897078646,-0.0022218008124696037,0.0021553754929181665,-0.004121365506461509
A,AMD,0.026812313803376366,1.9410764274709806,0.0018749437566882093,0.2930903260243585,-0.14951496077598003,0.5457045502355313,-0.44585602309421035,-0.004008842046625085,0.014631601644845428,-0.011954431602327387
A,BX,0.019198940748096655,1.8200145491393644,0.000767808205545756,0.4707153853784346,0.37804707857767395,0.5070196042070394,-0.09757293223170926,0.007258103461603802,0.009734239339294367,-0.0018732969445346365
A,PM,0.027474346242965905,0.5647187954143706,-0.0005819955671166552,0.20106857223710903,0.36199467683315434,0.1426299371448425,0.1868784053185717,0.00994556708942463,0.0039186642777298665,0.0051343620130557596
A,SCHW,0.045018205892088714,1.3399129051006005,-0.0015985866146585265,0.1731730911175858,0.09814984846620889,0.35971968965400447,-0.20438915524551649,0.004418530086529099,0.016193935052282227,-0.009201233072952746
A,VZ,0.08308507116848726,0.47823782386608826,-0.0003336466693632946,0.07431696169403271,0.1390651476133815,0.11999640041394133,0.013164579383755148,0.01155423768651399,0.00996990946835461,0.0010937800150024968
A,COP,0.033101621979477,0.6596018998277604,-0.00024134367250157508,0.09135559917191602,-0.10466845096882205,0.1678268872594848,-0.23666220099632407,-0.0034646954971473704,0.00555534218005577,-0.007833902714211324
A,ADI,0.015557762330354188,1.2464080784301248,-0.00020952560978329537,0.3886008794582896,0.10305933252134758,0.3321739073097312,-0.16583302653067544,0.0016033726012920676,0.005167882702269899,-0.002579990813287569
A,BAC,0.074809665673618,1.2005852971968374,-0.0008971667899577069,0.34151133515299714,0.3647253691117327,0.3188112189977286,0.0272122581909493,0.027284982925935647,0.023850160706218686,0.00203573993748909
A,NOW,0.0033101621979476996,1.518095404533442,0.0011389425751221413,0.3970642557249051,0.5198658641646561,0.4132437260715003,0.07383468714208474,0.0017208403315612582,0.0013679037605809346,0.000244404790275024
A,TMO,0.006289308176100629,0.8959253713390526,-0.0009355973176491753,0.2661831781372236,0.005044584459690693,0.23224772457278675,-0.1876767724244739,3.172694628736285e-05,0.0014606775130363947,-0.0011803570592734207
A,CVX,0.022840119165839126,0.5786470084508101,-0.0009293764441431587,0.10855516467889709,0.02347988726139061,0.14630478153041238,-0.10854635866484608,0.0005362834230506296,0.003341618644686678,-0.002479211766922999
A,ANET,0.029129427341939754,1.3782754345124033,0.0017301509152645581,0.155932942458304,0.9566048088867587,0.37112897656973987,0.4546284130837308,0.027865350275417002,0.010810774557476699,0.013243065326503909
A,NVDA,0.023171135385633895,2.0191801423390805,0.003454924959882463,0.29760294157541245,1.9181163266199315,0.570989388051306,0.8968773308855538,0.044444933089505194,0.013230472414297059,0.020781666058255134
A,GE,0.019529956967891428,0.9292636281426111,0.0018436600685406948,0.2506849338292734,0.6993460435282854,0.24152709168166275,0.3755045829884851,0.01365819813577254,0.004717013707122841,0.007333588347011129
A,GILD,0.036742800397219465,0.545570284553415,-0.0005163251911920981,0.12417714311136795,0.174490695566607,0.1375911720715517,0.029049890070321327,0.006411276798375829,0.005055484971844501,0.0010673743124149841
A,MU,0.037404832836809,1.3516447273641454,0.001073095318043973,0.2381856200089888,0.05758044636681148,0.36320214903227477,-0.2099763567950902,0.0021537869710194298,0.013585515670522028,-0.007854130525602512
A,CMCSA,0.08904336312479312,1.0059001223468031,4.8276922839075214e-05,0.30140712921191565,-0.11511487866948777,0.2630379018921043,-0.30517776790299067,-0.010250215942433702,0.02342177941376235,-0.027174054804999834
A,DIS,0.030122476001324065,1.102938111627888,-0.000875490390928136,0.2984187859300481,0.24230445060719275,0.2906349175763854,-0.047210704261045455,0.007298809998429176,0.008754643329841466,-0.0014221033061089495
B,AXP,0.014561027837259101,1.2046400919548375,-2.2642354032993044e-05,0.3654156966714685,0.6410277213239128,0.31999004740273995,0.23873475042472236,0.009334022494652264,0.0046593839878771555,0.0034762233466554865
B,HON,0.019271948608137045,0.9038613060164631,-0.0008229853747001317,0.4160522187211643,0.09782000287078052,0.2344523124880693,-0.11433450523182376,0.0018851820681735003,0.004518352917328959,-0.0022034487089644837
B,META,0.007280513918629551,1.7728573122222906,0.0027484348649906495,0.33958498188493524,0.7147125637764402,0.4921179912451379,0.14103201117876463,0.005203474768393783,0.0035828718848682417,0.0010267855203593143
B,NFLX,0.005139186295503212,1.318549507823733,0.0009893689678728255,0.2109288187451351,0.8095834270397508,0.35339329681514386,0.3324917604068709,0.004160600053309212,0.0018161539879150861,0.0017087370984507284
B,PGR,0.017987152034261242,0.3299191486739953,0.0006762057620143409,0.020856018909747788,0.5304192682006483,0.08191390458304348,0.41410818823837436,0.009540732019026651,0.001473397855455172,0.007448626940476113
B,LLY,0.00556745182012848,0.4374021871105628,0.0016503246851089976,0.03928156355369809,0.34801054717383706,0.10941888346821194,0.21873100855482464,0.0019375319542868875,0.0006091843619215226,0.0012177743516970966
B,JPM,0.017987152034261242,0.8751762235166902,0.00026601209428044406,0.30410393386467616,0.46437015111479485,0.22649634060208457,0.19269195669834538,0.008352696508274682,0.004074024113613513,0.0034659795209124222
B,VRTX,0.010706638115631691,0.6431801272192363,0.0009041695173961866,0.11270837758118801,0.000540614650656801,0.16343862919044416,-0.14022568860431173,5.788165424591017e-06,0.0017498782568570038,-0.0015013457024016243
B,TJX,0.035974304068522485,0.6485552135035356,0.0001631220028946597,0.28096707266559995,0.3007326335517073,0.1648737099627755,0.11625800293003596,0.010818647202716665,0.005931216975106271,0.0041823007478042915
B,EQIX,0.004710920770877944,1.0701488607398195,-7.399651115597042e-05,0.3344512384221529,0.210409671488611,0.2812648649884435,-0.05981731974486593,0.0009912232918093025,0.0013250164945922392,-0.00028179465404433625
B,AAPL,0.017987152034261242,1.1036666918308478,0.0007480247832730481,0.5243082215544713,0.27020325445740356,0.29084364259971296,-0.01845352978128434,0.0048601870180774946,0.005231448817639377,-0.000331926445744729
B,FI,0.020985010706638114,0.8907541973185098,0.00030489173726846303,0.29722021875655613,0.5700844103736777,0.2308126273316342,0.27261811115083434,0.011963227455379104,0.004843605455781617,0.005720893981323718
B,DE,0.010278372591006424,0.9461375351585317,-0.0009699441201792434,0.20760095648433488,0.07179704368714268,0.24624184631068657,-0.1440993278502566,0.0007379567659492181,0.002530965443878577,-0.001481106581758526
B,SBUX,0.047109207708779445,0.9441610133499945,-0.0009420180610116599,0.2980023093169076,-0.016656549319211456,0.24568895624567388,-0.21375643565602132,-0.0007846768415902613,0.011574212071530676,-0.010069896326407857
B,GOOGL,0.022698072805139188,1.3831566128982915,0.0006280644047092479,0.3548498661843704,0.37794580524130517,0.37258517752147124,0.0006862695914848782,0.0085786414037641,0.008456965485498062,1.5576997151476893e-05
B,T,0.19100642398286938,0.4775884289411551,-0.0005088660011366574,0.05350926591431349,0.43467519790954934,0.11982763889714865,0.2754142826122208,0.08302575514674904,0.022887848800054945,0.052605897235567654
B,ABT,0.038115631691648826,0.5858392215900755,-0.000402928303730643,0.14905940801366654,0.05479794403873184,0.14820560561131457,-0.0847487854513862,0.002088658252439886,0.005648950278118629,-0.0032302534925796027
B,BMY,0.07665952890792291,0.43518942197408755,-0.0015887996401062407,0.08662537038792338,0.17104572401088736,0.10884772846304691,0.05393356830407492,0.013112284624389223,0.008344215586674688,0.004134521938513666
B,MS,0.03468950749464668,1.201631734717613,-0.0005598583664267356,0.36835979911942707,0.3997569726216843,0.31911537683746083,0.058277253099924486,0.013867372497797185,0.011069955256460097,0.002021609208177252
B,CRM,0.013276231263383297,1.2215875463033317,0.0016578917804483749,0.2918091763946329,0.272172054487406,0.3249246913247814,-0.035783721002457636,0.003613419138804962,0.004313775345211231,-0.0004750729554930136
B,PFE,0.16274089935760172,0.4574810695462587,-0.0024827786622687886,0.06772129051177288,-0.019959180953286193,0.1146110517050265,-0.12210605057454804,-0.0032481750587789095,0.018651905630796606,-0.01987164848750675
B,SPGI,0.008993576017130621,1.2347657529701488,1.732210536749051e-05,0.5388991752215492,0.14087826225373967,0.3287703111985847,-0.1510989709775753,0.0012669993607402712,0.002956820785940162,-0.001358920081597037
B,BRK-B,0.009850107066381156,0.7171278625568298,-0.0001056049902959296,0.4718419171422976,0.2716873013557317,0.18328942423793282,0.0722962150052302,0.0026761490069301197,0.0018054204528789957,0.0007121254582956294
B,ADBE,0.010278372591006424,1.6603144713870484,0.0008638855028632437,0.4658913143758687,-0.27829362228628307,0.45693500860774217,-0.510534240891394,-0.002860405539559226,0.004696548268345101,-0.0052474611483483745
B,ACN,0.012419700214132762,1.0817675706776309,0.00014118342519732398,0.42064712609925187,0.02458835607347476,0.28457984357947663,-0.20793775585669771,0.0003053800111909071,0.003534396344241894,-0.002582524590939715
B,AMGN,0.01670235546038544,0.5287076493446232,8.571880954070545e-05,0.11110073002545129,-0.07305747674618412,0.1331667679143047,-0.18128376028879056,-0.0012202319456536108,0.002224198693215368,-0.0030278658035386864
B,LIN,0.010706638115631691,0.7717387205515314,0.0003952040464967819,0.26158126943888216,0.01907276163308702,0.19809857663535535,-0.15228403030430793,0.00020420515667116722,0.0021209697712564813,-0.0016304500032581148
B,V,0.014132762312633832,0.7633908867723408,0.00024108208075738135,0.4113138327774342,0.21649670363715812,0.19582662951891794,0.01526302631351184,0.0030596964539726843,0.0027675712094750713,0.00021570872306033863
B,WMT,0.04796573875802998,0.39576149173420094,9.377712029395911e-05,0.10993664632033165,0.7482037288507875,0.09870527377605609,0.5904999835270841,0.03588814459584077,0.004734471375982134,0.028323767946481122
B,AMAT,0.02569593147751606,1.6069632531466527,0.0007559784898026564,0.3852505780164326,0.05501211720017718,0.44044414196596504,-0.2556088376207809,0.0014135875940088354,0.011317622491630793,-0.006568107176551115
B,CAT,0.011991434689507495,1.1096240022733053,7.072550636486388e-06,0.2568117208141362,0.2501260804933112,0.2925511548158355,-0.031028112022777554,0.002999370558378036,0.0035081080663140873,-0.0003720715788598593
B,RTX,0.037687366167023555,0.5382770746120361,-0.001038685760854635,0.08722257804066441,0.40197742407766146,0.13567610894548965,0.23175254958330793,0.015149470372091738,0.005113275197945648,0.008734143196287408
B,UNP,0.018843683083511777,0.8823362147363952,1.8599404997110503e-05,0.2305459699683901,-0.03662555195370243,0.22847891920582541,-0.21941497556763445,-0.0006901602937742641,0.004305384344777867,-0.004134586263372983
C,IBM,0.02372356884992264,0.5013320918329219,0.0003297144841132194,0.1724689593241429,0.39954039842942546,0.12600960807861195,0.24604924287111118,0.009478524150465998,0.0029893976130047186,0.005837166153724143
C,TXN,0.02784940691077875,1.2480113847475764,-0.0008163820214590653,0.46322165144093197,0.14946526823682293,0.33264308228412576,-0.1359102187682235,0.0041625190741559764,0.009263912554586277,-0.0037850189858092157
C,ADP,0.018050541516245487,0.8635160522300112,-0.0007525335546473812,0.29030195540524384,0.27953804304172936,0.22327235448567384,0.039803885936372296,0.005045813051294754,0.004030186904073535,0.0007184816956023881
C,GOOG,0.027333677153171736,1.4155138603626345,0.0006083166322079067,0.36649069041321314,0.3753205775296167,0.3822640122622907,-0.009169685408880301,0.010258891495136504,0.010448681098453535,-0.0002506412205624837
C,ORCL,0.03145951521402785,1.0577580117323744,0.00013130352137375226,0.21065912140334303,0.5968312856193962,0.2777359379949196,0.25652795260285965,0.018776022910151197,0.008737437966833468,0.008070245027733078
C,BSX,0.05776173285198556,0.5388659517202272,0.000465055541233298,0.12370041590541478,0.5687597351157692,0.135830653722135,0.3812630787044953,0.03285254787672313,0.007845813933408519,0.0220224160984546
C,UNH,0.010314595152140279,0.27926648756050604,-6.828769330970898e-05,0.03000402922964804,-0.010329205678042519,0.06912026817077543,-0.07491171700276822,-0.00010654157481219721,0.0007129475829889163,-0.0007726840330352576
C,TMUS,0.024239298607529654,0.37507796963601087,0.0002896295368309198,0.06789740733076446,0.3817971358459611,0.09341082976958148,0.26306364372825897,0.009254494783269816,0.002264212995962006,0.006376478213114065
C,SYK,0.01444043321299639,0.8370964860464253,0.00011535550322642541,0.21852097212127722,0.21837600974348237,0.21598890167645068,-0.0013213129276972158,0.0031534441840214062,0.00311897330940723,-1.908033108588037e-05
C,GS,0.009283135636926251,1.0677175961050416,-0.00037646153513502573,0.33568817136213014,0.5326593825631412,0.28057192110669127,0.1983241817496484,0.0049447492966150286,0.002604587199546386,0.0018410702792643998
C,UBER,0.08096957194430118,1.4022896036778292,0.0024446796250543017,0.2573788750968563,0.04904980766664302,0.37830292057261783,-0.24146937233409593,0.003971541930718388,0.030631025544043837,-0.01955167171555083
C,AVGO,0.022692109334708613,1.470434176547594,0.0016649775425207458,0.3581388426464215,1.1113753340153085,0.3987942163780056,0.5497847988536522,0.025219450591373687,0.009049481960099148,0.012475776766147858
C,MMC,0.02475502836513667,0.7051696056580387,-5.0129031856086556e-05,0.30306987041903644,0.1313542914037089,0.18006355924167083,-0.0455898951224456,0.003251679209581242,0.004457478516555029,-0.0011285791469197468
C,CSCO,0.0887055183084064,0.75322604652623,-0.000327040139038232,0.23391512777490317,0.21120471011790976,0.19306416968095497,0.01429549286429399,0.01873502328018591,0.01712585723833123,0.0012680891040013236
C,PLTR,0.06549767921609077,2.724016874489549,0.002211895581719968,0.26414175408461693,3.652882879129974,0.8105768320071953,1.5250001456241646,0.23925535103120513,0.05309090132280238,0.09988397034258326
C,MA,0.010314595152140279,0.883447545358082,4.385275050416287e-05,0.4518275407508782,0.22945712936459484,0.22878683905741104,-0.0028635765331502805,0.0023667573941680746,0.00235984362101507,-2.953663262661455e-05
C,C,0.073749355337803,1.1202002999577239,-0.00032474000040949916,0.3308616869224705,0.43163509343668105,0.29558631784838973,0.10447762429847507,0.03183280988212759,0.021799300387993676,0.007705157439237718
C,BKNG,0.0015471892728210418,1.0077448810580816,0.001369170405435631,0.27954996158667045,0.3947062299012738,0.26355879036738683,0.10489498030012445,0.0006106852448188868,0.00040777533321411063,0.00016229238829312706
C,MCD,0.018050541516245487,0.5027436193324372,9.382894524599043e-05,0.2220654911979854,0.012168847394396387,0.1263778678144687,-0.10246140621884048,0.0002196542850974077,0.0022811889497196514,-0.0018494838667660737
C,LOW,0.021144920061887573,1.0735644038001384,-0.00041572974638619037,0.35491916318255373,0.13776480056643914,0.2822387682601468,-0.11744522805014501,0.0029130256953192393,0.005967916193226416,-0.0024833699587704723
C,HD,0.013408973697782363,1.0336055192866096,-0.0004441353298261033,0.3953357244202244,0.14449222790998895,0.27087613044272607,-0.10339688274311176,0.0019374924835790163,0.0036321709084635783,-0.0013864460811350726
C,INTU,0.008767405879319236,1.543841844559274,0.0005630900941715337,0.4774993006190845,0.0143470692480272,0.42108954854698255,-0.2915200871185748,0.0001257865792761539,0.0036918629836506975,-0.0025558749257430487
C,LRCX,0.06962351727694688,1.6610533246908292,0.0016792861337537864,0.35748697570771754,-0.012168562378168324,0.45716423673234585,-0.3108248067093321,-0.0008472181129720081,0.03182938213453671,-0.02164071630003086
C,KKR,0.03455389375966993,1.7080325966093988,0.0008691832669384964,0.4968732467065154,0.8464991540725813,0.47178703731716376,0.2529512458696477,0.029249841837474443,0.01630207916464671,0.008740450476155954
C,COST,0.006188757091284167,0.808021517532012,0.0009067575873449148,0.30597532022326496,0.3966988152297466,0.20800777213379806,0.15673370625954086,0.002455072605857122,0.001287309574835264,0.0009699868360569832
C,NEE,0.07271789582258896,0.7158933314259156,-0.0017261798159496399,0.1092912572458654,0.2116084074120208,0.1829561151462884,0.018960437544472297,0.01538771812537129,0.01330418372131339,0.0013787631221096408
C,ABBV,0.02888086642599278,0.21461637059309716,-0.0001647536000702125,0.020518666955958345,0.21213482659838712,0.05294748703037877,0.15126828410364968,0.006126637591289159,0.0015291693005163544,0.004368759107686634
C,TSLA,0.012893243940175348,2.212412314276484,0.0017158976327888722,0.30265613023679333,0.6518030002361128,0.6346406956710611,0.01738926185493006,0.008403855082982373,0.008182577303649576,0.00022420399503519933
C,MSFT,0.012377514182568335,1.1722211045061282,0.000817367985559717,0.3732178501614114,0.1319639878936938,0.3105846936769927,-0.13609574466755103,0.001633386131742471,0.003844266450875619,-0.0016845270098098117
C,PEP,0.035069623517276945,0.37387647469666496,-0.0004311240833554642,0.10603425066079508,-0.09066033382421801,0.09310383183377247,-0.16989847757507515,-0.003179423775165974,0.0032651163304262647,-0.005958275644716405
C,CB,0.019597730789066528,0.4544966015968106,-0.00020458077688437727,0.08531039196481302,0.21837300207563026,0.11383822604534011,0.09234889735901763,0.004279615306278468,0.002230970907541477,0.0018098288291091644
C,PANW,0.02888086642599278,1.166694943615706,0.0021773176435031056,0.1588945409417802,0.2428784384538034,0.30898593040448286,-0.04755447821063985,0.007014539738738005,0.00892378138352297,-0.0013734145331592738
C,BLK,0.005157297576070139,1.2460912888620022,-0.0004894594684879645,0.5426107788907434,0.28751763812004527,0.33208121827870385,-0.041219050866545315,0.001482814018153921,0.0017126416620871783,-0.00021257891112194593
